STATE	DOMAIN	AGE	HOMEOWNR	NUMCHLD	INCOME	GENDER	WEALTH1	HIT	MBCRAFT	MBGARDEN	MBBOOKS	MBCOLECT	MAGFAML	MAGFEM	MAGMALE	PUBGARDN	PUBCULIN	PUBHLTH	PUBDOITY	PUBNEWFN	PUBPHOTO	PUBOPP	MAJOR	PEPSTRFL	NUMPRM12	NGIFTALL	TARGET_B
CO	C1		U		2	M		0.0															 	X	12.0	9.0	0
SC	R2		 			F		0.0															 	 	16.0	3.0	1
OR	T2	49.0	U		4	M	7	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	12.0	3.0	0
NC	C1	55.0	H		6	M	8	6.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	 	 	14.0	3.0	0
MO	T1		 			F		0.0															 	 	14.0	2.0	0
OR	S2	82.0	H		2	F	7	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	14.0	0
MO	C3	74.0	H		2	M	2	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	13.0	28.0	0
IN	R2		 			F		0.0															 	 	12.0	3.0	1
IL	C1	42.0	H		5	F	5	0.0															 	 	8.0	1.0	0
FL	R1	65.0	H		6	M	8	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	25.0	10.0	0
AL	T2		 			M		0.0															 	X	13.0	14.0	0
OK	R2		 			M		0.0															 	 	11.0	5.0	0
MI	S1	66.0	H		7	F	9	30.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	X	X	34.0	16.0	0
AL	T2		 			F		0.0															 	 	9.0	1.0	0
IL	S2	57.0	H		6	U		0.0															 	X	7.0	7.0	0
AZ	C3	40.0	U		5	F		0.0															 	 	14.0	3.0	0
FL	C2	89.0	U		3	M	6	0.0															 	X	11.0	10.0	0
CA	U4	44.0	H		5	F		0.0															 	 	13.0	7.0	0
NE	R3	54.0	U		4	M	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	9.0	6.0	0
GA	C2	57.0	H		7	F	4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	5.0	0
CA	U1	31.0	H		5	M	7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	9.0	2.0	0
FL	S2	58.0	H	2.0	4	F	3	12.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	 	 	11.0	3.0	0
CA	S1		H		6	M	5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	X	22.0	17.0	0
WA	C1	77.0	H		2	M	4	9.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	6.0	14.0	1
AR	 	68.0	H		7	F		0.0															 	 	13.0	6.0	1
MO	T2	93.0	U		5	M		0.0															 	X	12.0	15.0	0
MO	S2	52.0	H		4	M		0.0															 	 	13.0	4.0	0
CA	S2	52.0	H		6	M		0.0															 	X	32.0	12.0	0
NE	T1	39.0	U		2	F	8	0.0															 	X	29.0	13.0	1
CA	S1	48.0	H		6	F	9	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	14.0	11.0	1
SC	R2	60.0	U		1	F	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	11.0	11.0	1
FL	S1	63.0	 			M		0.0															 	X	13.0	16.0	0
CO	S1	54.0	U		6	F	9	6.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	 	 	7.0	1.0	0
AZ	C3		H		2	M	2	0.0															 	X	12.0	15.0	0
CA	S1		 			F		0.0															 	X	13.0	14.0	0
WI	T2	42.0	U		5	F	9	6.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	 	X	13.0	21.0	0
SC	C1	42.0	H	2.0	4	M		0.0															 	 	11.0	5.0	0
MO	S1	46.0	U	1.0	5	M		0.0															 	 	7.0	1.0	0
CA	U2		U		4	F	4	0.0															 	 	13.0	2.0	0
AZ	R2	46.0	U		2	M	4	7.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	 	X	14.0	9.0	0
AL	S3	59.0	U		1	F		0.0															 	X	28.0	40.0	0
CA	U2		H	1.0	4	F		0.0															 	 	15.0	7.0	0
AZ	R2	56.0	H		4	F		0.0															 	X	27.0	24.0	1
IN	R2	68.0	U		2	F		0.0															 	 	14.0	3.0	0
HI	S1		 		3	F	9	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	 	X	13.0	8.0	0
AR	T2	75.0	U		3	F	6	0.0															 	X	14.0	19.0	1
IN	R2		 			F		0.0															 	 	10.0	2.0	0
AZ	C3	60.0	H		1	M	1	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	11.0	18.0	0
AR	C1		 			M		0.0															 	 	8.0	1.0	1
MO	R2		H		2	M		0.0															 	X	11.0	13.0	0
TX	R2	52.0	H		6	F		0.0															 	X	25.0	19.0	0
TX	S1	39.0	H	1.0	5	M	8	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	11.0	5.0	1
TX	T2		H	1.0	5	M	9	15.0	0.0	1.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	 	X	12.0	30.0	1
NC	T2	46.0	H		7	M	7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	 	14.0	4.0	0
IL	S1	34.0	H		7	M		0.0															 	 	14.0	3.0	0
TX	T1	45.0	H	1.0	6	F	8	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	13.0	4.0	0
NM	R2	74.0	H		5	M	2	14.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	2.0	0.0	0.0	0.0	 	 	24.0	5.0	0
CA	S1	44.0	U		5	M		0.0															 	X	13.0	9.0	1
IN	R2	56.0	 			M		0.0															 	X	13.0	6.0	1
OR	R2	58.0	U		2	M		0.0															 	 	12.0	5.0	0
TX	S2	60.0	H		4	M		0.0															 	 	10.0	1.0	0
IL	S1	50.0	H	1.0	7	M	9	7.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	7.0	1
MI	C1	54.0	H		1	M	7	29.0	2.0	1.0	8.0	0.0	1.0	0.0	0.0	2.0	1.0	4.0	3.0	0.0	0.0	0.0	 	 	14.0	7.0	0
AZ	S1	74.0	 			F		0.0															 	X	12.0	19.0	0
IL	T2	85.0	U		1	F		0.0															 	X	14.0	26.0	0
TX	R2	72.0	H		1	F		0.0															 	X	12.0	12.0	0
SC	R3	47.0	 			F		0.0															 	X	11.0	10.0	0
FL	C2	60.0	U		4	M	5	0.0															 	 	9.0	6.0	0
NC	T2	30.0	H	2.0	4	M		0.0															 	X	24.0	16.0	0
MI	T2	78.0	H		2	F	5	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	7.0	7.0	0
IN	T1	50.0	H		5	F	9	0.0															 	 	13.0	6.0	0
TX	C1	68.0	U		6	F		0.0															 	 	13.0	3.0	0
CA	U3	61.0	H		6	F	0	10.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	 	 	10.0	2.0	1
CA	U1		 			F		0.0															 	X	17.0	8.0	0
TN	C3	48.0	H		2	M		0.0															 	 	13.0	2.0	0
IA	T2	31.0	H	2.0	4	F	7	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	14.0	11.0	0
KY	R2	58.0	U		3	M		0.0															 	 	11.0	3.0	0
NC	C2	74.0	H		2	M	3	21.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	2.0	1.0	4.0	2.0	0.0	0.0	0.0	 	X	10.0	9.0	0
NC	T2	53.0	H	1.0	5	F	8	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	10.0	0
NV	T2	50.0	H		4	M	8	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	12.0	5.0	0
AZ	U2	81.0	 			M		0.0															 	 	11.0	11.0	1
SC	R1	86.0	U		1	M	7	9.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	7.0	0
MI	T1	43.0	U		5	M	9	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	26.0	14.0	1
CO	S1	47.0	U		5	F		0.0															 	X	13.0	10.0	1
TX	C2	78.0	H		1	M		0.0															 	X	13.0	27.0	1
CA	R2	54.0	U	1.0	2	M		0.0															 	 	13.0	2.0	0
WI	T2	62.0	H	1.0	4	F	9	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	 	X	11.0	10.0	0
CA	U1	92.0	H		2	M	7	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	12.0	9.0	0
CA	C2	62.0	H		4	F		0.0															 	 	12.0	4.0	0
AP	R1	28.0	U	1.0	4	F	6	0.0															 	X	14.0	5.0	0
CA	S1	88.0	H		3	M	6	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	 	 	13.0	2.0	1
GA	S2		 			F		0.0															 	 	10.0	1.0	0
CA	C1	42.0	H		7	F		0.0															 	 	12.0	5.0	1
NC	R3		 			F		0.0															 	X	10.0	12.0	1
CA	 	34.0	H	4.0	4	F	5	0.0															 	X	12.0	18.0	0
NC	R2	41.0	 			F		0.0															 	 	11.0	10.0	0
UT	T2	69.0	H	1.0	5	M	2	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	10.0	0
CA	C2	43.0	H		6	F	7	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	 	X	13.0	19.0	0
GA	 	50.0	H		5	M	8	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	11.0	1.0	0
WI	S1	40.0	U		7	M	9	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	 	X	13.0	2.0	1
MI	U2	77.0	U		1	F	7	33.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	2.0	5.0	0.0	2.0	0.0	1.0	 	X	14.0	18.0	0
WA	C2	55.0	H		4	M	6	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	16.0	1
OK	T2	67.0	H		5	M	8	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	14.0	20.0	0
NC	T1		 			M		0.0															 	 	9.0	1.0	0
CA	C2	50.0	U		4	F		0.0															 	X	12.0	7.0	0
MI	T2	65.0	H		2	M	5	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	12.0	15.0	0
IL	R3	95.0	H		2	F	2	36.0	0.0	0.0	6.0	0.0	5.0	0.0	0.0	2.0	2.0	5.0	2.0	3.0	0.0	0.0	 	X	13.0	12.0	0
CA	T2		 			F		0.0															 	 	15.0	5.0	0
MI	T1	51.0	H		6	F	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	10.0	1
AZ	S1	32.0	H	3.0	6	F		0.0															 	 	10.0	3.0	0
FL	S2	26.0	U		2	F		0.0															 	 	10.0	1.0	0
FL	U3	69.0	 			F		0.0															 	X	10.0	13.0	0
CA	T1		 			M		0.0															 	 	12.0	1.0	1
CA	S2	68.0	H		4	M	5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	4.0	0
MS	T1	68.0	H		7	M	9	11.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	 	X	15.0	11.0	0
IN	S2	63.0	H	1.0	5	M	7	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	X	12.0	21.0	0
WI	T2	45.0	H		4	M	2	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	3.0	0
IL	U2	28.0	H	1.0	5	F		0.0															 	X	14.0	7.0	0
MI	S1	80.0	H		4	F	9	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	5.0	0
WA	S2	59.0	 			M		0.0															 	 	13.0	11.0	0
WI	T2	32.0	H	3.0	5	M	6	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	11.0	4.0	0
CA	S2	57.0	H		3	F	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	6.0	0
OR	 		U		2	M	8	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	14.0	25.0	0
IL	T2	42.0	 			M		0.0															 	 	14.0	6.0	0
GA	T2	36.0	H		4	F	8	0.0															 	X	13.0	19.0	0
FL	C3		U		4	M		0.0															 	 	11.0	3.0	0
FL	U4	76.0	H		2	M	1	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	 	X	7.0	8.0	0
CA	U1	85.0	 			M		0.0															 	X	9.0	8.0	0
TX	S1		H	3.0	7	F		0.0															 	 	16.0	4.0	0
CA	U2	52.0	H		1	M	6	29.0	0.0	0.0	3.0	0.0	5.0	1.0	1.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	 	X	13.0	7.0	0
TN	C1	51.0	H	1.0	6	F		0.0															 	 	13.0	15.0	0
IN	S2	61.0	H		5	F	6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	X	7.0	7.0	0
WA	S2		H	2.0	5	F	6	6.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	11.0	0
MN	C2	78.0	H		2	M	4	6.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	17.0	0
FL	C2	51.0	U		2	M	6	0.0															 	X	13.0	10.0	0
TX	U1	49.0	H		5	M	9	0.0															 	 	12.0	2.0	0
FL	S2	46.0	H		4	F	6	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	2.0	0
CA	U3	74.0	H		2	F		0.0															 	 	12.0	6.0	1
FL	S3	44.0	U		4	M	5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	12.0	1
NC	C1	54.0	H	1.0	7	M	9	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	14.0	2.0	0
MO	T1	46.0	H	2.0	4	F	6	6.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	 	X	13.0	7.0	0
CA	U1	79.0	H	1.0	7	F	8	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	8.0	1.0	0
CA	S1	87.0	H		5	F	7	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	 	X	12.0	3.0	1
AZ	C1	18.0	H	2.0	5	F	8	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	7.0	13.0	0
CA	T2	60.0	H	2.0	4	F	2	7.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	 	 	13.0	9.0	0
IN	S1	45.0	 			M		0.0															 	 	13.0	5.0	0
NC	C3	70.0	H		4	F	0	17.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	1.0	0.0	0.0	 	 	12.0	4.0	1
MI	S1	58.0	H	2.0	6	F	8	35.0	1.0	0.0	6.0	0.0	3.0	1.0	0.0	1.0	1.0	7.0	1.0	4.0	0.0	0.0	 	X	13.0	11.0	0
GA	S1	84.0	H		5	M	7	16.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	 	X	6.0	11.0	1
AL	C3		 			M		0.0															 	 	12.0	3.0	0
CA	S2		 			F		0.0															 	X	12.0	10.0	0
MN	S2	50.0	U		5	M	1	240.0	0.0	0.0	2.0		1.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	 	 	35.0	10.0	1
CA	S1	58.0	 			M		0.0															 	 	14.0	6.0	0
MO	C1	39.0	H	1.0	5	F	8	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	X	32.0	19.0	1
NC	T2	31.0	H		6	M	4	6.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	14.0	9.0	0
ID	T2	73.0	H		3	M	8	0.0															 	 	14.0	7.0	1
TN	S1	55.0	H		6	F	9	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	10.0	3.0	0
FL	C3	20.0	H	3.0	4	M		0.0															 	 	12.0	3.0	0
IL	C2	82.0	H		2	F	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	15.0	13.0	0
IL	S1	67.0	H		1	F	8	27.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	1.0	0.0	0.0	 	 	12.0	6.0	0
IA	R2	74.0	H		4	M		0.0															 	X	13.0	24.0	0
TX	C2	41.0	H	2.0	7	M	6	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	11.0	5.0	0
TN	T1		 			F		0.0															 	 	15.0	8.0	1
CA	R2	48.0	H		4	F	4	0.0															 	 	13.0	4.0	0
UT	S2	65.0	 			M		0.0															 	X	30.0	13.0	0
MS	R2	52.0	U		2	M		0.0															 	X	13.0	10.0	0
CA	U1	69.0	U		4	F	9	8.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	9.0	0
AZ	T3	82.0	H		3	F		0.0															 	X	14.0	23.0	1
FL	U3		H		6	U	3	9.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	12.0	3.0	0
FL	C2	49.0	H		3	F		0.0															 	X	7.0	9.0	0
MS	R3	84.0	 			 		0.0															 	X	10.0	10.0	0
CA	S1		 			M		0.0															 	X	25.0	85.0	0
FL	S2	39.0	H	2.0	4	F	6	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	 	 	11.0	4.0	0
WA	T2	78.0	H		3	M	7	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	19.0	0
GA	T2	53.0	 			M		0.0															 	X	13.0	10.0	1
OR	R1	46.0	H		4	F		0.0															 	 	12.0	2.0	0
OR	R2		 		2	M	2	31.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	5.0	 	X	15.0	16.0	0
TX	T2	52.0	H		4	U		0.0															 	X	13.0	28.0	0
AL	T1	45.0	U		3	M	9	0.0															 	 	11.0	1.0	0
HI	S2		H		4	M	6	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	11.0	4.0	1
MI	S2	48.0	H	2.0	5	M		0.0															 	X	20.0	8.0	0
IL	S1	51.0	 			F		0.0															 	 	10.0	4.0	0
WA	R2	87.0	U		3	J	3	24.0	2.0	1.0	6.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	 	X	11.0	12.0	1
MN	T2	40.0	H		5	F		0.0															 	 	10.0	2.0	0
IL	C2	41.0	H	1.0	7	F	6	8.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	 	 	9.0	7.0	1
MN	T3	77.0	 			M		0.0															 	X	13.0	19.0	0
CA	C2	34.0	U		2	F	6	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	21.0	0
ID	C2	78.0	U		2	U		0.0															 	X	12.0	46.0	0
OK	R2	42.0	H		4	M	5	11.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	 	 	11.0	1.0	0
WA	R2		H		4	F		0.0															 	X	13.0	19.0	0
MI	S1		 			M		0.0															 	X	13.0	5.0	0
MI	S3	83.0	 			F		0.0															 	X	13.0	23.0	0
IL	S3	70.0	H		2	F	3	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	12.0	8.0	0
TX	S3	60.0	U	1.0	2	M		0.0															 	X	15.0	12.0	1
CO	S1	59.0	H		3	F	6	8.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	10.0	0
AL	S1	38.0	H		5	F	8	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	 	X	12.0	12.0	0
MO	R2	72.0	U		1	F	3	37.0	2.0	1.0	8.0	0.0	1.0	0.0	0.0	0.0	2.0	4.0	1.0	1.0	0.0	2.0	 	X	15.0	27.0	1
IL	C1	49.0	H	1.0	7	F	9	8.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	 	 	12.0	3.0	0
OK	R2	68.0	H		5	M		0.0															 	X	12.0	10.0	0
AZ	C2	64.0	H		3	M		0.0															 	 	13.0	5.0	0
GA	R2	51.0	H		4	M	6	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	21.0	0
CA	R3		 			F		0.0															 	X	14.0	11.0	0
IA	R2	84.0	U		1	F		0.0															 	X	13.0	29.0	0
MS	R3	76.0	H		2	U		0.0															 	 	14.0	6.0	0
IL	U1	64.0	H		5	F	9	18.0	0.0	0.0	0.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	0.0	2.0	1.0	0.0	 	 	12.0	2.0	0
MI	C2		U		2	F		0.0															 	X	13.0	37.0	0
PA	S1	80.0	H		4	F	7	9.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	 	X	11.0	16.0	0
IN	T2		U		2	F	2	0.0															 	 	13.0	1.0	1
CA	S1	44.0	H	4.0	7	F		0.0															 	 	12.0	1.0	0
FL	C3		 			F		0.0															 	X	30.0	21.0	0
CA	R2	77.0	H		7	F		0.0															 	 	11.0	12.0	0
MN	T2	44.0	H	1.0	5	F	3	0.0															 	 	13.0	2.0	0
WI	C2	51.0	H		2	F	5	6.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	 	 	10.0	1.0	0
TX	R3		 			 		0.0															 	X	13.0	8.0	0
CA	C3		 			F		0.0															 	 	10.0	1.0	0
TN	T1	45.0	H		4	F	9	0.0															 	 	13.0	4.0	0
MI	T1	67.0	H		7	F	7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	10.0	0
MI	S1		H		1	F		0.0															 	X	8.0	10.0	0
CA	U1	50.0	H		7	M	8	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	7.0	0
MI	T2	74.0	H	2.0	1	M		0.0															 	 	14.0	12.0	0
IL	S1	80.0	H		7	M	9	26.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	 	X	27.0	36.0	0
TX	R2	78.0	U		5	F		0.0															 	 	13.0	3.0	0
MI	S1	53.0	 			F		0.0															 	X	15.0	9.0	1
TN	T2	64.0	 		2	M	3	0.0															 	X	14.0	14.0	0
MI	U4	62.0	U		1	M	0	0.0															 	 	9.0	1.0	0
CA	C1	70.0	 			F		0.0															 	 	13.0	2.0	0
AL	T1	76.0	U	1.0	2	F		0.0															 	 	25.0	10.0	1
TX	R3	47.0	H	3.0	5	F		0.0															 	X	12.0	20.0	1
TX	S2	65.0	H		4	F	3	19.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	 	13.0	9.0	0
IL	S1	56.0	H		7	F		0.0															 	 	11.0	5.0	1
CA	C1	54.0	U		1	F	5	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	 	X	13.0	26.0	0
