COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,PROFITABILITY,LEAVE
zero,27981.0,0.0,14.0,166098.0,215.0,1.0,6.0,avg,little,no,3.67,STAY
zero,27688.0,175.0,45.0,566824.0,216.0,13.0,5.0,very_unsat,little,considering,2.6,LEAVE
zero,120102.0,0.0,0.0,792751.0,836.0,1.0,12.0,very_unsat,little,considering,4.09,LEAVE
one,44707.0,47.0,84.0,741790.0,248.0,1.0,2.0,unsat,little,actively_looking_into_it,4.01,STAY
zero,20623.0,0.0,39.0,216450.0,201.0,1.0,2.0,very_sat,very_high,considering,8.21,STAY
one,84786.0,170.0,0.0,169437.0,374.0,29.0,14.0,very_sat,very_little,actively_looking_into_it,2.92,LEAVE
one,63510.0,208.0,67.0,241575.0,448.0,18.0,1.0,avg,very_little,no,0.56,LEAVE
zero,29315.0,88.0,7.0,503254.0,187.0,5.0,4.0,unsat,very_high,never_thought,3.53,LEAVE
zero,56331.0,0.0,0.0,502731.0,360.0,1.0,11.0,very_unsat,little,considering,4.99,STAY
one,143392.0,0.0,71.0,611445.0,474.0,11.0,1.0,very_sat,very_high,considering,5.82,LEAVE
zero,136288.0,62.0,37.0,936746.0,701.0,5.0,2.0,very_unsat,little,actively_looking_into_it,6.59,STAY
zero,45272.0,65.0,35.0,241126.0,153.0,3.0,2.0,unsat,very_high,actively_looking_into_it,8.09,STAY
zero,81332.0,0.0,0.0,236279.0,320.0,0.0,13.0,very_sat,little,considering,4.24,LEAVE
one,39076.0,0.0,0.0,961366.0,205.0,0.0,14.0,very_sat,very_high,no,4.86,LEAVE
one,28216.0,213.0,20.0,928105.0,147.0,17.0,6.0,very_unsat,high,considering,7.72,STAY
zero,145259.0,59.0,0.0,155248.0,683.0,4.0,2.0,very_sat,very_high,no,3.61,STAY
zero,143311.0,0.0,63.0,888524.0,789.0,0.0,1.0,very_sat,little,no,6.23,LEAVE
zero,155500.0,71.0,70.0,573497.0,413.0,5.0,2.0,unsat,little,considering,5.57,STAY
one,149673.0,207.0,9.0,702566.0,377.0,18.0,5.0,very_sat,very_little,considering,3.33,LEAVE
one,31842.0,46.0,0.0,348342.0,195.0,3.0,14.0,very_unsat,very_high,considering,2.81,LEAVE
one,100457.0,148.0,0.0,734859.0,726.0,16.0,11.0,very_unsat,very_little,never_thought,3.37,STAY
zero,34457.0,0.0,12.0,365534.0,150.0,1.0,4.0,very_unsat,little,no,2.48,STAY
one,98742.0,0.0,30.0,176481.0,285.0,1.0,2.0,avg,very_little,considering,6.45,LEAVE
one,127955.0,0.0,9.0,594699.0,249.0,0.0,4.0,sat,very_high,actively_looking_into_it,2.72,LEAVE
one,64489.0,0.0,23.0,297959.0,262.0,1.0,5.0,unsat,very_high,considering,2.48,LEAVE
zero,47124.0,210.0,28.0,167196.0,153.0,19.0,2.0,unsat,little,actively_looking_into_it,3.38,LEAVE
zero,53765.0,215.0,0.0,374195.0,304.0,10.0,8.0,very_unsat,high,actively_looking_into_it,2.53,LEAVE
one,40394.0,59.0,0.0,495950.0,244.0,4.0,15.0,very_unsat,avg,considering,3.29,STAY
zero,28543.0,62.0,19.0,905543.0,222.0,5.0,5.0,very_unsat,very_little,considering,6.69,STAY
zero,116199.0,175.0,20.0,904979.0,578.0,24.0,6.0,unsat,little,actively_looking_into_it,2.63,LEAVE
one,159413.0,63.0,8.0,400265.0,672.0,5.0,4.0,very_sat,high,never_thought,3.63,LEAVE
zero,112269.0,72.0,44.0,639456.0,516.0,5.0,1.0,very_unsat,very_high,considering,7.08,LEAVE
zero,58312.0,0.0,0.0,799371.0,256.0,1.0,14.0,avg,little,no,4.66,LEAVE
one,81225.0,53.0,0.0,997845.0,269.0,5.0,9.0,sat,little,considering,4.9,STAY
one,25190.0,77.0,83.0,453809.0,215.0,4.0,1.0,avg,little,considering,8.24,LEAVE
one,110483.0,0.0,32.0,783345.0,602.0,0.0,2.0,unsat,very_high,considering,4.13,LEAVE
zero,128776.0,220.0,0.0,592118.0,557.0,12.0,9.0,unsat,little,considering,2.57,STAY
one,112425.0,61.0,56.0,401673.0,732.0,3.0,1.0,very_sat,very_high,considering,5.76,LEAVE
one,40410.0,38.0,41.0,522152.0,152.0,5.0,9.0,very_sat,very_little,no,5.71,LEAVE
one,107889.0,0.0,0.0,472416.0,884.0,1.0,11.0,avg,high,actively_looking_into_it,3.48,LEAVE
one,149958.0,66.0,21.0,308318.0,712.0,0.0,5.0,very_unsat,little,considering,3.11,STAY
one,32784.0,0.0,0.0,610835.0,219.0,1.0,2.0,very_unsat,very_little,actively_looking_into_it,5.02,LEAVE
zero,70297.0,59.0,73.0,525088.0,325.0,3.0,13.0,very_sat,very_little,actively_looking_into_it,5.87,STAY
one,55277.0,183.0,0.0,340029.0,354.0,28.0,15.0,very_sat,very_high,actively_looking_into_it,3.91,LEAVE
zero,115586.0,0.0,12.0,597755.0,864.0,0.0,4.0,very_unsat,very_high,never_thought,3.16,LEAVE
one,106239.0,203.0,0.0,602919.0,389.0,17.0,9.0,unsat,avg,considering,5.75,STAY
one,147251.0,42.0,46.0,372241.0,510.0,4.0,2.0,very_unsat,little,considering,7.0,LEAVE
zero,93916.0,130.0,71.0,196348.0,267.0,25.0,2.0,very_sat,little,no,2.95,LEAVE
one,86007.0,29.0,23.0,306948.0,260.0,3.0,14.0,unsat,very_high,considering,3.22,STAY
one,78340.0,245.0,0.0,187798.0,319.0,26.0,11.0,very_unsat,little,considering,3.27,LEAVE
one,36700.0,0.0,7.0,282616.0,160.0,0.0,5.0,very_sat,little,considering,3.8,LEAVE
zero,22460.0,62.0,8.0,720621.0,174.0,4.0,2.0,avg,little,considering,5.01,STAY
zero,60804.0,43.0,0.0,773817.0,309.0,5.0,9.0,very_unsat,avg,actively_looking_into_it,4.75,STAY
one,61461.0,0.0,66.0,170888.0,340.0,0.0,1.0,very_unsat,little,considering,5.91,STAY
one,144891.0,0.0,0.0,191948.0,669.0,0.0,14.0,very_sat,very_little,no,6.45,STAY
zero,38551.0,0.0,6.0,254124.0,133.0,1.0,6.0,very_unsat,very_little,no,4.63,STAY
one,48580.0,196.0,65.0,321671.0,192.0,29.0,2.0,very_unsat,little,never_thought,1.94,LEAVE
zero,60246.0,0.0,64.0,191340.0,420.0,1.0,1.0,unsat,very_little,considering,8.5,STAY
zero,118807.0,71.0,0.0,688076.0,640.0,4.0,8.0,very_sat,little,considering,3.02,STAY
zero,76447.0,228.0,30.0,181858.0,327.0,24.0,1.0,very_unsat,little,considering,3.76,LEAVE
one,67665.0,80.0,12.0,222712.0,355.0,4.0,5.0,very_unsat,high,no,4.93,STAY
one,112713.0,84.0,13.0,276927.0,621.0,4.0,5.0,avg,avg,actively_looking_into_it,2.5,LEAVE
zero,81511.0,0.0,39.0,727367.0,262.0,5.0,1.0,very_unsat,very_high,considering,5.98,LEAVE
zero,111559.0,42.0,0.0,854462.0,664.0,3.0,15.0,unsat,very_high,considering,3.23,STAY
one,46586.0,238.0,20.0,481935.0,188.0,5.0,4.0,very_sat,little,actively_looking_into_it,2.34,STAY
zero,100682.0,0.0,13.0,277932.0,573.0,0.0,6.0,unsat,high,no,3.46,LEAVE
one,115395.0,63.0,25.0,494139.0,843.0,3.0,1.0,very_sat,high,considering,6.5,LEAVE
zero,140120.0,172.0,14.0,288880.0,455.0,22.0,6.0,sat,very_high,actively_looking_into_it,3.13,LEAVE
zero,46134.0,0.0,9.0,575363.0,689.0,0.0,5.0,very_unsat,high,considering,3.74,STAY
zero,46077.0,153.0,0.0,438428.0,808.0,15.0,14.0,very_sat,little,actively_looking_into_it,3.45,LEAVE
zero,102765.0,0.0,0.0,754229.0,643.0,0.0,10.0,very_unsat,very_little,no,3.83,STAY
one,60351.0,50.0,17.0,212946.0,391.0,3.0,6.0,unsat,little,considering,2.37,LEAVE
zero,42695.0,181.0,0.0,981417.0,237.0,20.0,11.0,very_unsat,very_high,actively_looking_into_it,5.99,STAY
zero,29934.0,80.0,23.0,952872.0,210.0,3.0,8.0,sat,little,actively_looking_into_it,6.16,STAY
one,56872.0,195.0,56.0,517986.0,272.0,14.0,1.0,very_unsat,little,considering,3.29,LEAVE
zero,67946.0,70.0,0.0,639003.0,277.0,4.0,10.0,very_unsat,very_little,considering,6.35,STAY
one,57591.0,218.0,12.0,362087.0,305.0,16.0,5.0,avg,very_little,no,2.67,LEAVE
zero,94792.0,0.0,8.0,245717.0,291.0,1.0,5.0,very_sat,little,considering,3.37,STAY
zero,145289.0,0.0,0.0,689641.0,606.0,1.0,11.0,unsat,very_high,actively_looking_into_it,4.22,STAY
one,123514.0,0.0,27.0,723345.0,428.0,0.0,1.0,very_sat,very_little,considering,6.24,STAY
one,22621.0,0.0,22.0,595129.0,357.0,0.0,5.0,very_sat,very_high,actively_looking_into_it,4.66,LEAVE
zero,158073.0,0.0,26.0,585793.0,469.0,0.0,4.0,very_unsat,little,considering,6.54,LEAVE
zero,157172.0,68.0,0.0,984593.0,691.0,5.0,2.0,unsat,very_little,considering,3.13,LEAVE
one,47725.0,35.0,0.0,475917.0,207.0,3.0,13.0,unsat,very_little,actively_looking_into_it,2.93,STAY
zero,30732.0,0.0,39.0,204395.0,196.0,0.0,2.0,very_unsat,little,actively_looking_into_it,6.38,STAY
zero,34435.0,0.0,22.0,271814.0,228.0,1.0,5.0,unsat,high,considering,2.83,STAY
one,114886.0,241.0,0.0,650300.0,773.0,24.0,9.0,sat,very_high,never_thought,3.4,STAY
one,87536.0,206.0,13.0,153451.0,255.0,1.0,5.0,sat,very_high,perhaps,3.76,LEAVE
zero,31746.0,203.0,9.0,694034.0,254.0,26.0,2.0,very_unsat,little,considering,5.71,LEAVE
zero,35794.0,0.0,10.0,186463.0,210.0,1.0,6.0,very_unsat,little,actively_looking_into_it,3.37,LEAVE
one,110379.0,184.0,17.0,179114.0,269.0,21.0,2.0,unsat,very_high,actively_looking_into_it,4.32,LEAVE
one,25479.0,61.0,60.0,171730.0,151.0,3.0,15.0,very_unsat,very_little,perhaps,5.45,STAY
one,97395.0,31.0,56.0,194835.0,287.0,4.0,1.0,sat,avg,considering,5.79,LEAVE
zero,20874.0,66.0,23.0,215748.0,165.0,4.0,6.0,very_unsat,little,considering,4.87,STAY
zero,123695.0,0.0,22.0,879780.0,495.0,0.0,4.0,very_sat,little,actively_looking_into_it,2.75,LEAVE
one,150874.0,0.0,0.0,337032.0,503.0,0.0,14.0,very_sat,very_high,actively_looking_into_it,4.15,LEAVE
one,29147.0,62.0,21.0,643992.0,160.0,4.0,5.0,very_unsat,little,perhaps,5.61,STAY
zero,33469.0,55.0,0.0,201658.0,155.0,3.0,13.0,very_sat,high,no,3.53,STAY
zero,152982.0,0.0,9.0,964870.0,482.0,0.0,5.0,avg,very_high,considering,3.37,STAY
one,78281.0,206.0,30.0,788745.0,288.0,15.0,4.0,very_sat,very_little,considering,7.93,STAY
one,131332.0,194.0,11.0,158071.0,651.0,16.0,4.0,very_sat,little,considering,3.7,LEAVE
zero,78957.0,52.0,0.0,290429.0,325.0,4.0,13.0,unsat,very_high,no,2.57,LEAVE
one,70375.0,0.0,8.0,590981.0,304.0,1.0,5.0,very_sat,avg,no,4.53,LEAVE
zero,61456.0,232.0,13.0,318409.0,391.0,28.0,5.0,very_unsat,high,no,1.84,LEAVE
one,31415.0,57.0,13.0,407121.0,140.0,10.0,4.0,very_unsat,very_little,no,2.66,LEAVE
one,74819.0,51.0,10.0,340049.0,317.0,3.0,5.0,very_sat,very_little,actively_looking_into_it,2.78,STAY
zero,141149.0,81.0,12.0,945707.0,888.0,3.0,6.0,very_unsat,little,perhaps,3.18,STAY
zero,21596.0,167.0,0.0,493904.0,186.0,21.0,11.0,very_unsat,little,considering,5.15,STAY
zero,131744.0,169.0,0.0,451953.0,252.0,27.0,12.0,very_unsat,little,perhaps,1.22,LEAVE
zero,72376.0,65.0,0.0,513082.0,317.0,3.0,8.0,unsat,little,perhaps,4.41,STAY
zero,41464.0,58.0,0.0,200794.0,166.0,4.0,11.0,unsat,very_high,considering,4.05,STAY
one,158019.0,0.0,0.0,389782.0,349.0,0.0,14.0,unsat,little,considering,3.73,LEAVE
one,108598.0,242.0,0.0,589832.0,699.0,21.0,8.0,very_unsat,very_high,actively_looking_into_it,3.26,STAY
zero,131018.0,221.0,56.0,807563.0,530.0,23.0,2.0,very_unsat,avg,no,2.05,LEAVE
one,94862.0,63.0,66.0,225517.0,336.0,4.0,2.0,unsat,very_little,considering,6.8,STAY
zero,107199.0,0.0,57.0,284044.0,326.0,1.0,1.0,unsat,little,never_thought,6.17,LEAVE
zero,43818.0,205.0,0.0,751609.0,159.0,22.0,12.0,very_unsat,very_high,actively_looking_into_it,6.09,STAY
zero,77993.0,70.0,79.0,765350.0,177.0,4.0,2.0,very_unsat,very_high,no,6.38,STAY
one,34593.0,0.0,48.0,660690.0,198.0,0.0,9.0,very_unsat,very_high,considering,6.04,STAY
one,102240.0,72.0,64.0,871654.0,712.0,3.0,5.0,very_unsat,very_high,perhaps,4.85,LEAVE
zero,38574.0,168.0,0.0,525576.0,249.0,24.0,15.0,sat,very_little,perhaps,3.38,LEAVE
zero,126071.0,225.0,10.0,670044.0,517.0,23.0,5.0,very_unsat,very_high,considering,4.1,LEAVE
one,115506.0,0.0,0.0,987992.0,844.0,1.0,13.0,very_sat,high,considering,4.3,STAY
zero,87846.0,0.0,0.0,197824.0,261.0,0.0,15.0,avg,little,considering,3.26,LEAVE
one,121275.0,171.0,0.0,713786.0,859.0,11.0,12.0,very_sat,high,never_thought,2.41,LEAVE
zero,44907.0,53.0,12.0,320785.0,206.0,3.0,4.0,very_unsat,little,considering,4.68,STAY
zero,60406.0,0.0,11.0,231521.0,256.0,0.0,6.0,unsat,little,actively_looking_into_it,4.4,STAY
one,47653.0,54.0,0.0,788156.0,172.0,4.0,11.0,avg,very_high,never_thought,7.31,STAY
zero,71656.0,57.0,81.0,259696.0,255.0,4.0,2.0,very_sat,little,no,4.04,LEAVE
one,30073.0,66.0,5.0,373338.0,191.0,4.0,12.0,very_sat,little,actively_looking_into_it,3.39,STAY
zero,49389.0,0.0,20.0,261911.0,153.0,0.0,6.0,very_sat,very_high,considering,4.74,STAY
zero,50082.0,244.0,5.0,152506.0,371.0,18.0,5.0,very_sat,little,considering,5.04,LEAVE
one,49734.0,0.0,12.0,286565.0,157.0,0.0,6.0,unsat,very_high,actively_looking_into_it,4.62,STAY
zero,55912.0,179.0,0.0,159570.0,307.0,29.0,13.0,sat,avg,considering,2.23,LEAVE
zero,146842.0,237.0,7.0,222763.0,601.0,14.0,4.0,very_sat,little,no,4.93,LEAVE
one,112923.0,78.0,83.0,907163.0,861.0,5.0,1.0,very_unsat,little,considering,8.43,STAY
one,31336.0,59.0,19.0,863654.0,157.0,3.0,5.0,very_unsat,avg,no,5.06,LEAVE
zero,46615.0,0.0,71.0,425973.0,243.0,0.0,1.0,very_unsat,little,considering,6.72,LEAVE
one,117949.0,202.0,82.0,333641.0,518.0,23.0,2.0,very_sat,very_little,no,2.63,LEAVE
zero,84615.0,208.0,83.0,422622.0,332.0,20.0,1.0,very_sat,little,actively_looking_into_it,2.7,LEAVE
one,30120.0,0.0,75.0,463960.0,194.0,1.0,5.0,very_sat,little,actively_looking_into_it,5.93,LEAVE
one,53589.0,237.0,0.0,416726.0,308.0,24.0,10.0,avg,very_little,actively_looking_into_it,2.49,LEAVE
zero,61690.0,57.0,5.0,850208.0,321.0,3.0,6.0,very_unsat,very_little,actively_looking_into_it,5.05,STAY
zero,158165.0,189.0,0.0,466789.0,483.0,18.0,15.0,very_sat,very_high,never_thought,2.21,LEAVE
zero,76157.0,176.0,0.0,299492.0,311.0,14.0,9.0,very_unsat,little,actively_looking_into_it,3.29,LEAVE
one,29268.0,185.0,26.0,391683.0,159.0,20.0,2.0,very_unsat,little,considering,3.11,LEAVE
one,157425.0,231.0,12.0,266521.0,542.0,16.0,6.0,very_unsat,little,considering,4.12,LEAVE
one,21095.0,0.0,23.0,305978.0,196.0,0.0,12.0,unsat,very_little,considering,3.45,STAY
one,131833.0,45.0,0.0,482450.0,866.0,5.0,12.0,very_unsat,avg,considering,4.53,LEAVE
one,35621.0,31.0,0.0,409637.0,244.0,3.0,11.0,very_unsat,very_high,considering,3.43,STAY
one,68047.0,156.0,10.0,155074.0,786.0,19.0,5.0,very_unsat,little,considering,5.13,LEAVE
zero,117490.0,189.0,11.0,916131.0,898.0,16.0,6.0,very_unsat,very_little,actively_looking_into_it,4.64,LEAVE
one,114986.0,0.0,0.0,687445.0,687.0,0.0,12.0,very_sat,very_high,considering,4.52,LEAVE
zero,52691.0,77.0,49.0,806481.0,854.0,15.0,1.0,sat,little,considering,3.93,STAY
zero,60658.0,0.0,34.0,276200.0,260.0,1.0,2.0,very_unsat,little,considering,6.58,STAY
one,46307.0,0.0,47.0,681552.0,194.0,1.0,2.0,avg,very_high,no,4.44,LEAVE
zero,131573.0,49.0,0.0,176644.0,238.0,4.0,13.0,very_unsat,very_little,considering,2.42,LEAVE
one,33964.0,171.0,0.0,888253.0,209.0,28.0,13.0,very_sat,avg,no,5.24,STAY
one,83620.0,0.0,16.0,227621.0,352.0,0.0,12.0,sat,very_high,actively_looking_into_it,5.94,STAY
zero,96953.0,0.0,17.0,175195.0,278.0,0.0,4.0,unsat,very_little,considering,3.59,LEAVE
one,48399.0,0.0,29.0,780287.0,152.0,3.0,2.0,very_sat,little,actively_looking_into_it,6.73,STAY
zero,90505.0,0.0,58.0,221169.0,398.0,1.0,2.0,unsat,little,never_thought,6.51,LEAVE
zero,71743.0,65.0,62.0,841374.0,317.0,5.0,1.0,very_unsat,very_high,considering,6.99,STAY
one,32053.0,68.0,18.0,851800.0,130.0,4.0,4.0,very_unsat,avg,considering,5.25,STAY
one,63899.0,205.0,17.0,253007.0,349.0,20.0,5.0,unsat,very_little,considering,3.28,LEAVE
one,121041.0,159.0,78.0,227752.0,497.0,28.0,1.0,very_unsat,very_little,considering,3.79,LEAVE
one,42692.0,66.0,22.0,529029.0,247.0,3.0,5.0,very_unsat,little,actively_looking_into_it,4.9,STAY
zero,150705.0,69.0,6.0,819837.0,529.0,4.0,5.0,very_unsat,little,considering,4.86,STAY
zero,95866.0,0.0,0.0,630485.0,399.0,1.0,11.0,very_sat,very_high,considering,5.26,STAY
one,69521.0,0.0,12.0,629306.0,271.0,12.0,4.0,very_sat,very_little,considering,6.33,STAY
zero,122200.0,228.0,14.0,839071.0,438.0,16.0,4.0,very_sat,little,no,3.55,LEAVE
zero,144388.0,205.0,0.0,430856.0,480.0,29.0,8.0,very_unsat,little,perhaps,4.58,LEAVE
zero,98641.0,53.0,0.0,283295.0,369.0,3.0,11.0,very_unsat,little,considering,2.83,LEAVE
zero,72196.0,26.0,40.0,224811.0,397.0,5.0,11.0,very_unsat,very_little,considering,4.82,LEAVE
one,159132.0,242.0,0.0,256663.0,806.0,29.0,12.0,very_unsat,little,actively_looking_into_it,4.76,LEAVE
zero,76783.0,240.0,0.0,243830.0,265.0,28.0,8.0,very_unsat,little,no,3.58,LEAVE
one,120203.0,194.0,0.0,651917.0,770.0,15.0,15.0,unsat,little,actively_looking_into_it,2.94,LEAVE
zero,34857.0,180.0,0.0,290935.0,166.0,10.0,8.0,very_unsat,very_little,considering,5.01,LEAVE
zero,140026.0,48.0,16.0,257315.0,394.0,5.0,4.0,very_unsat,little,actively_looking_into_it,4.4,STAY
one,90191.0,214.0,0.0,403700.0,363.0,1.0,12.0,sat,very_little,no,1.82,LEAVE
one,102071.0,58.0,46.0,288607.0,841.0,5.0,2.0,very_unsat,high,considering,6.29,STAY
one,34995.0,0.0,0.0,423710.0,204.0,1.0,8.0,very_sat,very_high,actively_looking_into_it,5.79,LEAVE
zero,106763.0,0.0,0.0,179193.0,615.0,0.0,8.0,avg,very_high,considering,3.58,LEAVE
one,32158.0,0.0,13.0,596809.0,222.0,0.0,5.0,avg,little,no,3.52,LEAVE
zero,32640.0,0.0,23.0,201203.0,159.0,0.0,4.0,very_unsat,very_high,actively_looking_into_it,5.14,STAY
one,107799.0,185.0,0.0,195056.0,718.0,18.0,9.0,very_sat,little,no,4.04,LEAVE
one,137325.0,59.0,83.0,913584.0,257.0,4.0,5.0,very_sat,very_high,never_thought,4.76,LEAVE
one,89777.0,50.0,0.0,849563.0,245.0,3.0,13.0,very_unsat,very_high,no,5.92,STAY
zero,138841.0,216.0,35.0,308502.0,514.0,11.0,2.0,very_sat,very_little,actively_looking_into_it,5.19,STAY
one,41303.0,261.0,53.0,266061.0,212.0,27.0,1.0,avg,very_little,perhaps,3.49,LEAVE
zero,132782.0,0.0,78.0,181294.0,237.0,0.0,1.0,unsat,little,considering,6.75,LEAVE
zero,25595.0,65.0,35.0,430960.0,208.0,5.0,1.0,very_unsat,avg,actively_looking_into_it,6.87,LEAVE
zero,21701.0,0.0,11.0,194449.0,191.0,0.0,6.0,very_sat,little,considering,4.28,LEAVE
one,67483.0,78.0,0.0,936798.0,393.0,3.0,13.0,avg,little,considering,6.93,STAY
one,136457.0,197.0,11.0,984619.0,499.0,29.0,4.0,very_unsat,very_high,no,4.89,LEAVE
zero,29073.0,0.0,26.0,538369.0,221.0,1.0,1.0,avg,little,perhaps,4.38,LEAVE
one,111327.0,0.0,0.0,593636.0,345.0,0.0,11.0,very_unsat,high,no,4.99,STAY
one,74329.0,0.0,19.0,924364.0,323.0,0.0,4.0,sat,little,actively_looking_into_it,5.55,STAY
one,99456.0,55.0,0.0,178035.0,320.0,4.0,8.0,avg,high,no,4.21,STAY
one,49511.0,51.0,0.0,410730.0,185.0,4.0,10.0,very_unsat,little,actively_looking_into_it,4.44,STAY
one,126930.0,93.0,6.0,614262.0,131.0,4.0,1.0,very_sat,little,considering,3.01,STAY
one,83225.0,0.0,0.0,482943.0,287.0,0.0,8.0,very_sat,very_high,considering,2.64,LEAVE
one,41044.0,0.0,12.0,604255.0,230.0,1.0,6.0,very_unsat,little,considering,6.88,STAY
zero,25564.0,0.0,22.0,374956.0,170.0,0.0,4.0,very_sat,very_high,perhaps,2.3,STAY
zero,64970.0,0.0,17.0,998052.0,378.0,1.0,6.0,unsat,very_little,considering,7.04,LEAVE
zero,73268.0,0.0,0.0,352880.0,310.0,0.0,10.0,unsat,little,actively_looking_into_it,4.35,STAY
one,78715.0,51.0,0.0,972597.0,364.0,4.0,12.0,unsat,little,actively_looking_into_it,6.89,STAY
one,106917.0,164.0,50.0,394478.0,707.0,23.0,1.0,unsat,very_little,considering,3.23,LEAVE
one,38398.0,0.0,80.0,604354.0,239.0,0.0,1.0,avg,little,never_thought,6.13,STAY
one,141677.0,95.0,0.0,984762.0,467.0,3.0,14.0,very_sat,avg,considering,3.6,LEAVE
one,102234.0,0.0,0.0,151816.0,542.0,0.0,9.0,unsat,little,actively_looking_into_it,3.82,STAY
one,22293.0,272.0,0.0,828389.0,192.0,20.0,15.0,very_sat,very_high,no,6.73,STAY
one,26131.0,50.0,0.0,649247.0,227.0,4.0,15.0,very_sat,very_high,no,5.13,STAY
one,31560.0,53.0,0.0,152710.0,143.0,5.0,14.0,very_unsat,little,no,4.48,LEAVE
one,49828.0,0.0,8.0,447404.0,813.0,29.0,5.0,very_sat,very_high,actively_looking_into_it,5.24,STAY
one,115519.0,211.0,82.0,380078.0,485.0,10.0,2.0,very_unsat,high,no,4.29,LEAVE
one,45208.0,0.0,18.0,272981.0,147.0,0.0,4.0,very_unsat,little,considering,4.13,LEAVE
zero,48463.0,0.0,8.0,522952.0,732.0,0.0,6.0,very_unsat,little,considering,3.23,LEAVE
zero,21266.0,207.0,10.0,270993.0,232.0,21.0,5.0,very_sat,little,perhaps,3.94,LEAVE
one,124391.0,70.0,36.0,348679.0,489.0,3.0,1.0,very_unsat,high,considering,5.94,STAY
one,127878.0,207.0,0.0,272647.0,578.0,28.0,14.0,unsat,little,considering,3.56,LEAVE
one,149169.0,228.0,0.0,166325.0,467.0,11.0,10.0,very_sat,very_high,actively_looking_into_it,2.11,LEAVE
zero,129891.0,0.0,59.0,242130.0,704.0,0.0,1.0,very_unsat,little,actively_looking_into_it,6.46,STAY
one,103764.0,0.0,0.0,899266.0,471.0,1.0,14.0,very_unsat,very_high,considering,3.04,LEAVE
one,124727.0,41.0,0.0,735021.0,897.0,4.0,14.0,very_unsat,very_high,perhaps,1.57,STAY
one,31993.0,0.0,18.0,504589.0,221.0,18.0,6.0,unsat,very_high,considering,3.92,STAY
zero,159900.0,208.0,61.0,262132.0,684.0,29.0,1.0,very_sat,little,no,3.93,STAY
one,37847.0,34.0,0.0,953131.0,216.0,4.0,12.0,unsat,little,actively_looking_into_it,6.17,STAY
one,37667.0,46.0,22.0,172765.0,236.0,4.0,6.0,very_unsat,very_little,perhaps,3.94,LEAVE
one,33536.0,255.0,22.0,278338.0,130.0,14.0,6.0,very_sat,little,never_thought,3.69,LEAVE
zero,64768.0,202.0,20.0,229259.0,335.0,3.0,5.0,very_sat,little,no,3.22,STAY
zero,120398.0,70.0,19.0,673277.0,517.0,5.0,4.0,unsat,high,considering,4.52,LEAVE
zero,43960.0,268.0,0.0,902168.0,186.0,22.0,6.0,very_sat,very_little,actively_looking_into_it,8.38,STAY
zero,104231.0,205.0,65.0,459537.0,423.0,26.0,1.0,very_unsat,very_little,no,3.49,LEAVE
zero,64056.0,0.0,0.0,272740.0,352.0,0.0,12.0,unsat,avg,considering,2.87,STAY
one,39028.0,0.0,0.0,383921.0,232.0,1.0,8.0,very_unsat,very_high,no,3.68,STAY
one,98386.0,44.0,0.0,840010.0,360.0,3.0,11.0,very_unsat,very_high,perhaps,7.8,STAY
one,38830.0,0.0,0.0,254424.0,145.0,1.0,8.0,very_unsat,little,considering,3.79,LEAVE
zero,124357.0,0.0,0.0,541805.0,846.0,0.0,13.0,very_sat,very_little,considering,3.42,LEAVE
zero,148900.0,192.0,0.0,783060.0,190.0,15.0,2.0,very_unsat,very_high,actively_looking_into_it,3.79,LEAVE
zero,129168.0,68.0,20.0,294594.0,640.0,5.0,6.0,very_unsat,very_little,no,3.2,LEAVE
zero,41358.0,51.0,26.0,295619.0,221.0,15.0,2.0,very_unsat,little,considering,6.47,LEAVE
one,159747.0,65.0,6.0,574688.0,507.0,3.0,4.0,very_unsat,little,actively_looking_into_it,5.27,STAY
zero,91630.0,47.0,0.0,268625.0,310.0,3.0,6.0,very_unsat,little,considering,4.13,STAY
zero,41040.0,58.0,0.0,818154.0,182.0,3.0,12.0,very_unsat,very_high,actively_looking_into_it,7.77,STAY
one,138034.0,0.0,16.0,179389.0,575.0,1.0,5.0,very_unsat,very_high,no,5.15,LEAVE
one,47051.0,0.0,18.0,254240.0,135.0,4.0,6.0,very_unsat,little,no,3.02,LEAVE
zero,114533.0,49.0,6.0,226575.0,140.0,3.0,6.0,very_unsat,very_little,actively_looking_into_it,4.1,LEAVE
zero,118693.0,148.0,26.0,333887.0,795.0,25.0,1.0,unsat,avg,actively_looking_into_it,4.59,LEAVE
one,151587.0,235.0,29.0,566753.0,726.0,24.0,2.0,very_sat,very_little,considering,3.59,LEAVE
one,74591.0,0.0,21.0,572904.0,296.0,0.0,6.0,unsat,little,no,3.65,STAY
one,28284.0,87.0,21.0,755498.0,201.0,4.0,6.0,very_sat,little,considering,5.72,STAY
one,134832.0,173.0,9.0,683064.0,564.0,23.0,4.0,very_sat,high,considering,3.94,LEAVE
one,20851.0,0.0,0.0,773093.0,179.0,1.0,8.0,very_unsat,very_little,considering,4.09,STAY
zero,28400.0,52.0,8.0,300007.0,663.0,5.0,4.0,very_sat,very_high,considering,3.85,STAY
